,Battery Voltage [V],Velocity [km/h],Battery Temperature [°C],Cabin Temperature Sensor [°C],Heat Exchanger Temperature [°C],Throttle [%],SoC [%]
7513,382.11,104.34,23.0,23.39,5.0,44.1,77.1
7514,382.2,104.38,23.0,23.4,5.0,43.99,77.1
7515,382.2,104.41,23.0,23.42,5.0,44.06,77.1
7516,382.19,104.44,23.0,23.44,5.0,44.1,77.1
7517,382.14,104.41,23.0,23.45,5.0,44.1,77.1
7518,382.11,104.4,23.0,23.47,5.0,44.06,77.1
7519,382.16,104.38,23.0,23.49,5.0,43.78,77.1
7520,382.21,104.41,23.0,23.5,5.0,43.65,77.1
7521,382.31,104.38,23.0,23.5,5.0,43.5,77.1
7522,382.4,104.39,23.0,23.5,5.0,43.5,77.1
7523,382.4,104.42,23.0,23.5,5.0,43.35,77.1
7524,382.42,104.44,23.0,23.5,5.0,42.62,77.1
7525,382.57,104.45,23.0,23.5,5.0,42.7,77.1
7526,382.7,104.42,23.0,23.5,5.0,42.7,77.1
7527,382.7,104.44,23.0,23.5,5.0,42.63,77.1
7528,382.7,104.42,23.0,23.5,5.0,42.7,77.1
7529,382.7,104.46,23.0,23.5,5.0,42.7,77.1
7530,382.7,104.41,23.0,23.5,5.0,42.58,77.1
7531,382.7,104.41,23.0,23.5,5.0,42.58,77.1
7532,382.7,104.31,23.0,23.5,5.0,42.47,77.1
7533,382.7,104.39,23.0,23.5,5.0,42.77,77.1
7534,382.7,104.35,23.0,23.5,5.0,42.7,77.1
7535,382.7,104.27,23.0,23.5,5.0,42.7,77.1
7536,382.7,104.31,23.0,23.5,5.0,42.85,77.1
7537,382.7,104.39,23.0,23.5,5.0,42.85,77.1
7538,382.7,104.39,23.0,23.5,5.0,43.03,77.1
7539,382.7,104.31,23.0,23.5,5.0,42.64,77.1
7540,382.72,104.2,23.0,23.5,5.0,41.71,77.1
7541,382.92,104.26,23.0,23.5,5.0,40.85,77.05
7542,383.11,104.3,23.0,23.5,5.0,41.0,77.0
7543,383.21,104.27,23.0,23.5,5.0,41.25,77.0
7544,383.3,104.24,23.0,23.5,5.0,41.33,77.0
7545,383.35,104.19,23.0,23.5,5.0,41.09,77.0
7546,383.4,104.2,23.0,23.5,5.0,41.0,77.0
7547,383.4,104.23,23.0,23.5,5.0,41.18,77.0
7548,383.4,104.22,23.0,23.5,5.0,41.18,77.0
7549,383.4,104.17,23.0,23.5,5.0,41.0,77.0
7550,383.4,104.1,23.0,23.5,5.0,40.85,77.0
7551,383.45,104.11,23.0,23.5,5.0,39.92,77.0
7552,383.5,104.13,23.0,23.5,5.0,38.53,77.0
7553,383.55,104.07,23.0,23.5,5.0,38.6,77.0
7554,383.6,103.98,23.0,23.5,5.0,38.68,77.0
7555,383.6,104.0,23.0,23.5,5.0,38.53,77.0
7556,383.61,103.99,23.0,23.5,5.0,37.99,77.0
7557,383.71,103.98,23.0,23.5,5.0,36.9,77.0
7558,383.8,103.95,23.0,23.5,5.0,36.05,77.0
7559,383.85,104.0,23.0,23.5,5.0,35.4,77.0
7560,383.9,103.95,23.0,23.5,5.0,35.04,77.0
7561,383.95,103.87,23.0,23.5,5.0,34.65,77.0
7562,384.0,103.83,23.0,23.5,5.0,33.8,77.0
7563,384.05,103.82,23.0,23.5,5.0,32.96,77.0
7564,384.11,103.78,23.0,23.5,5.0,32.24,77.0
7565,384.21,103.71,23.0,23.5,5.0,30.85,77.0
7566,384.3,103.67,23.0,23.5,5.0,29.85,77.0
7567,384.35,103.59,23.0,23.5,5.0,29.53,77.0
7568,384.41,103.56,23.0,23.5,5.0,28.77,77.0
7569,384.56,103.51,23.0,23.5,5.0,27.52,77.0
7570,384.77,103.43,23.0,23.5,5.0,25.51,77.0
7571,385.47,103.32,23.0,23.5,5.0,24.03,77.0
7572,386.1,103.1,23.0,23.5,5.0,23.87,77.0
7573,386.05,103.02,23.0,23.5,5.0,23.95,77.0
7574,386.0,102.88,23.0,23.5,5.0,23.88,77.0
7575,386.05,102.82,23.0,23.5,5.0,23.88,77.0
7576,386.1,102.59,23.0,23.5,5.0,23.95,77.0
7577,386.05,102.44,23.0,23.5,5.0,24.32,77.0
7578,385.98,102.36,23.0,23.5,5.0,25.18,77.0
7579,385.73,102.23,23.0,23.5,5.0,26.28,77.0
7580,385.49,102.14,23.0,23.5,5.0,27.04,77.0
7581,385.34,102.02,23.0,23.5,5.0,27.75,77.0
7582,385.2,101.98,23.0,23.5,5.0,27.6,77.0
7583,385.2,101.84,23.0,23.5,5.0,27.53,77.0
7584,385.2,101.81,23.0,23.5,5.0,27.68,77.0
7585,385.2,101.77,23.0,23.5,5.0,27.68,77.0
7586,385.2,101.67,23.0,23.5,5.0,27.6,77.0
7587,385.25,101.61,23.0,23.5,5.0,27.53,77.0
7588,385.3,101.57,23.0,23.5,5.0,27.6,77.0
7589,385.25,101.41,23.0,23.5,5.0,27.68,77.0
7590,385.2,101.44,23.0,23.5,5.0,27.75,77.0
7591,385.15,101.33,23.0,23.5,5.0,28.59,77.0
7592,385.1,101.3,23.0,23.5,5.0,29.0,77.0
7593,385.1,101.28,23.0,23.5,5.0,29.08,77.0
7594,385.09,101.19,23.0,23.5,5.0,29.68,77.0
7595,384.99,101.15,23.0,23.5,5.0,29.85,77.0
7596,384.9,101.18,23.0,23.5,5.0,29.68,77.0
7597,384.95,101.09,23.0,23.5,5.0,29.53,77.0
7598,385.0,100.98,23.0,23.5,5.0,29.08,77.0
7599,385.0,101.01,23.0,23.5,5.0,29.2,77.0
7600,385.0,100.89,23.0,23.5,5.0,29.14,77.0
7601,385.0,100.88,23.0,23.5,5.0,29.45,77.0
7602,385.0,100.88,23.0,23.5,5.0,30.0,77.0
7603,385.0,100.84,23.0,23.5,5.0,30.18,77.0
7604,385.0,100.8,23.0,23.5,5.0,30.18,77.0
7605,385.0,100.76,23.0,23.5,5.0,30.0,77.0
7606,385.0,100.77,23.0,23.5,5.0,29.85,77.0
7607,385.0,100.69,23.0,23.5,5.0,29.6,77.0
7608,385.0,100.68,23.0,23.5,5.0,29.53,77.0
7609,385.0,100.65,23.0,23.5,5.0,29.68,77.0
7610,385.0,100.66,23.0,23.5,5.0,29.68,77.0
7611,385.05,100.61,23.0,23.5,5.0,29.53,77.0
7612,385.1,100.58,23.0,23.5,5.0,29.14,77.0
7613,385.15,100.58,23.0,23.5,5.0,28.93,77.0
7614,385.2,100.5,23.0,23.5,5.0,28.93,77.0
7615,385.2,100.48,23.0,23.5,5.0,28.84,77.0
7616,385.2,100.45,23.0,23.5,5.0,28.68,77.0
7617,385.2,100.43,23.0,23.5,5.0,28.6,77.0
7618,385.2,100.36,23.0,23.5,5.0,28.6,77.0
7619,385.2,100.33,23.0,23.5,5.0,28.6,77.0
7620,385.2,100.28,23.0,23.5,5.0,28.6,77.0
7621,385.2,100.28,23.0,23.5,5.0,28.6,77.0
7622,385.2,100.2,23.0,23.5,5.0,28.6,77.0
7623,385.2,100.14,23.0,23.5,5.0,28.6,77.0
7624,385.2,100.07,23.0,23.5,5.0,28.75,77.0
7625,385.2,99.97,23.0,23.5,5.0,28.93,77.0
7626,385.2,99.95,23.0,23.5,5.0,29.28,77.0
7627,385.2,99.91,23.0,23.5,5.0,29.45,77.0
7628,385.2,99.83,23.0,23.5,5.0,29.53,77.0
7629,385.2,99.71,23.0,23.5,5.0,29.45,77.0
7630,385.2,99.69,23.0,23.5,5.0,29.2,77.0
7631,385.2,99.63,23.0,23.5,5.0,29.08,77.0
7632,385.2,99.56,23.0,23.5,5.0,29.08,77.0
7633,385.2,99.51,23.0,23.5,5.0,29.14,77.0
7634,385.2,99.44,23.0,23.5,5.0,29.08,77.0
7635,385.2,99.32,23.0,23.5,5.0,29.08,77.0
7636,385.2,99.23,23.0,23.5,5.0,29.2,77.0
7637,385.2,99.18,23.0,23.5,5.0,29.53,77.0
7638,385.2,99.15,23.0,23.5,5.0,29.76,77.0
7639,385.2,99.04,23.0,23.5,5.0,30.46,77.0
7640,385.2,98.97,23.0,23.5,5.0,31.46,77.0
7641,385.15,98.92,23.0,23.5,5.0,32.7,77.0
7642,385.1,98.79,23.0,23.5,5.0,33.1,77.0
7643,385.05,98.71,23.0,23.5,5.0,33.18,77.0
7644,385.0,98.6,23.0,23.5,5.0,33.63,77.0
7645,384.95,98.53,23.0,23.5,5.0,34.35,77.0
7646,384.9,98.42,23.0,23.5,5.0,34.35,77.0
7647,384.9,98.39,23.0,23.5,5.0,34.87,77.0
7648,384.9,98.34,23.0,23.5,5.0,35.13,77.0
7649,384.9,98.25,23.0,23.5,5.0,34.88,77.0
7650,384.9,98.16,23.0,23.5,5.0,34.8,77.0
7651,384.85,98.1,23.0,23.5,5.0,34.8,77.0
7652,384.8,97.95,23.0,23.5,5.0,34.95,77.0
7653,384.8,97.9,23.0,23.5,5.0,35.28,77.0
7654,384.79,97.81,23.0,23.5,5.0,35.9,77.0
7655,384.69,97.68,23.0,23.5,5.0,35.98,77.0
7656,384.6,97.61,23.0,23.5,5.0,35.9,77.0
7657,384.6,97.56,23.0,23.5,5.0,36.05,77.0
7658,384.6,97.45,23.0,23.5,5.0,36.2,77.0
7659,384.55,97.41,23.0,23.5,5.0,36.97,77.0
7660,384.49,97.29,23.0,23.5,5.0,38.22,77.0
7661,384.39,97.23,23.0,23.5,5.0,39.83,77.0
7662,384.29,97.12,23.0,23.5,5.0,40.76,77.0
7663,384.19,97.01,23.0,23.5,5.0,41.62,77.0
7664,384.08,96.91,23.0,23.5,5.0,42.64,77.0
7665,383.88,96.87,23.0,23.5,5.0,42.64,77.0
7666,383.69,96.82,23.0,23.5,5.0,42.7,77.0
7667,383.59,96.81,23.0,23.5,5.0,43.33,77.0
7668,383.49,96.74,23.0,23.5,5.0,45.43,77.0
7669,383.34,96.66,23.0,23.5,5.0,46.81,77.0
7670,383.19,96.56,23.0,23.5,5.0,47.53,77.0
7671,383.04,96.57,23.0,23.5,5.0,47.68,77.0
7672,382.89,96.52,23.0,23.5,5.0,47.91,77.0
7673,382.74,96.49,23.0,23.5,5.0,48.63,77.0
7674,382.58,96.41,23.0,23.5,5.0,48.7,77.0
7675,382.33,96.43,23.0,23.5,5.0,49.92,77.0
7676,382.07,96.43,23.0,23.5,5.0,50.55,77.0
7677,381.72,96.41,23.0,23.5,5.0,51.01,77.0
7678,381.35,96.45,23.0,23.5,5.0,52.17,77.0
7679,380.85,96.45,23.0,23.5,5.0,52.95,77.0
7680,380.35,96.48,23.0,23.5,5.0,52.8,77.0
7681,379.85,96.54,23.0,23.52,5.0,53.13,77.0
7682,379.36,96.65,23.0,23.54,5.0,53.13,77.0
7683,378.91,96.73,23.0,23.55,5.0,52.95,77.0
7684,378.47,96.79,23.0,23.57,5.0,52.95,77.0
7685,378.17,96.91,23.0,23.59,5.0,53.25,77.0
7686,377.87,97.02,23.0,23.6,5.0,53.4,77.0
7687,377.52,97.14,23.0,23.62,5.0,53.4,77.0
7688,377.18,97.28,23.0,23.64,5.0,53.4,77.0
7689,376.98,97.48,23.0,23.65,5.0,53.58,77.0
7690,376.78,97.58,23.0,23.67,5.0,53.58,77.0
7691,376.58,97.75,23.0,23.67,5.0,53.4,77.0
7692,376.38,97.93,23.0,23.67,5.0,53.19,77.0
7693,376.13,98.07,23.0,23.67,5.0,53.25,77.0
7694,375.88,98.2,23.0,23.67,5.0,53.58,77.0
7695,375.68,98.33,23.0,23.67,5.0,53.97,76.95
7696,375.46,98.56,23.0,23.67,5.0,55.75,76.9
7697,375.01,98.73,23.0,23.67,5.0,56.68,76.9
7698,374.55,98.87,23.0,23.67,5.0,56.68,76.9
7699,374.05,99.06,23.0,23.67,5.0,56.68,76.9
7700,373.57,99.27,23.0,23.67,5.0,56.59,76.9
7701,373.27,99.51,23.0,23.67,5.0,56.68,76.9
7702,372.97,99.84,23.0,23.67,5.0,57.0,76.9
7703,372.67,100.16,23.0,23.67,5.0,57.28,76.9
7704,372.38,100.34,23.0,23.67,5.0,57.0,76.9
7705,372.13,100.54,23.0,23.67,5.0,56.83,76.9
7706,371.9,100.84,23.0,23.67,5.0,56.59,76.9
7707,371.85,101.2,23.0,23.67,5.0,56.35,76.9
7708,371.8,101.48,23.0,23.67,5.0,56.23,76.9
7709,371.8,101.67,23.0,23.67,5.0,55.9,76.9
7710,371.81,101.96,23.0,23.67,5.0,55.5,76.9
7711,371.96,102.27,23.0,23.67,5.0,54.49,76.85
7712,372.15,102.5,23.0,23.67,5.0,53.19,76.8
7713,372.65,102.74,23.0,23.67,5.0,51.88,76.8
7714,373.16,103.01,23.0,23.67,5.0,51.23,76.8
7715,373.76,103.23,23.0,23.67,5.0,51.08,76.8
7716,374.34,103.43,23.0,23.67,5.0,50.78,76.8
7717,374.74,103.53,23.0,23.67,5.0,50.86,76.8
7718,375.11,103.67,23.0,23.67,5.0,51.23,76.8
7719,375.26,103.77,23.0,23.67,5.0,51.08,76.8
7720,375.41,103.83,23.0,23.67,5.0,51.15,76.8
7721,375.56,103.99,23.0,23.67,5.0,51.23,76.8
7722,375.72,104.11,23.0,23.67,5.0,51.4,76.8
7723,375.92,104.11,23.0,23.67,5.0,51.08,76.8
7724,376.11,104.25,23.0,23.67,5.0,51.23,76.8
7725,376.21,104.47,23.0,23.67,5.0,51.23,76.8
7726,376.31,104.46,23.0,23.67,5.0,51.01,76.8
7727,376.46,104.45,23.0,23.67,5.0,50.78,76.8
7728,376.61,104.58,23.0,23.67,5.0,50.71,76.79
7729,376.66,104.73,23.0,23.67,5.0,50.78,76.74
7730,376.68,104.78,23.0,23.67,5.0,50.95,76.7
7731,376.48,104.77,23.0,23.67,5.0,51.23,76.7
7732,376.28,104.85,23.0,23.67,5.0,51.73,76.7
7733,376.08,104.95,23.0,23.67,5.0,52.23,76.7
7734,375.87,104.94,23.0,23.67,5.0,53.72,76.7
7735,375.62,104.93,23.0,23.67,5.0,54.64,76.7
7736,375.33,105.07,23.0,23.67,5.0,56.3,76.7
7737,374.68,105.32,23.0,23.67,5.0,58.34,76.7
7738,374.01,105.48,23.0,23.67,5.0,59.0,76.7
7739,373.16,105.59,23.0,23.67,5.0,58.85,76.7
7740,372.34,105.71,23.0,23.67,5.0,58.62,76.7
7741,371.79,105.93,23.0,23.67,5.0,58.53,76.7
7742,371.27,106.18,23.0,23.67,5.0,58.53,76.7
7743,370.97,106.49,23.0,23.67,5.0,58.74,76.7
7744,370.67,106.74,23.0,23.67,5.0,58.94,76.7
7745,370.42,106.93,23.0,23.67,5.0,58.85,76.7
7746,370.17,107.18,23.0,23.67,5.0,58.53,76.69
7747,369.92,107.49,23.0,23.67,5.0,58.38,76.64
7748,369.68,107.79,23.0,23.67,5.0,58.23,76.6
7749,369.53,108.08,23.0,23.67,5.0,58.17,76.6
7750,369.43,108.36,23.0,23.67,5.0,56.65,76.6
7751,369.73,108.56,23.0,23.67,5.0,54.33,76.6
7752,370.09,108.85,23.0,23.67,5.0,52.58,76.6
7753,370.99,109.14,23.0,23.67,5.0,51.54,76.6
7754,371.89,109.36,23.0,23.67,5.0,50.63,76.6
7755,372.74,109.54,23.0,23.67,5.0,50.63,76.6
7756,373.55,109.66,23.0,23.67,5.0,50.48,76.6
7757,374.05,109.71,23.0,23.67,5.0,49.85,76.6
7758,374.53,109.86,23.0,23.67,5.0,49.85,76.6
7759,374.78,109.95,23.0,23.67,5.0,50.53,76.6
7760,374.99,110.03,23.0,23.67,5.0,51.63,76.6
7761,374.94,110.2,23.0,23.67,5.0,54.0,76.6
7762,374.84,110.27,23.0,23.67,5.0,56.16,76.59
7763,374.29,110.29,23.0,23.67,5.0,58.04,76.54
7764,373.7,110.37,23.0,23.67,5.0,59.57,76.5
7765,372.75,110.6,23.0,23.67,5.0,60.82,76.5
7766,371.82,110.86,23.0,23.67,5.0,61.42,76.5
7767,371.07,110.99,23.0,23.67,5.0,61.63,76.5
7768,370.35,111.22,23.0,23.67,5.0,61.63,76.5
7769,369.85,111.49,23.0,23.67,5.0,61.63,76.5
7770,369.36,111.74,23.0,23.67,5.0,61.95,76.5
7771,368.96,112.04,23.0,23.67,5.0,62.55,76.5
7772,368.57,112.31,23.0,23.67,5.0,62.55,76.5
7773,368.27,112.63,23.0,23.67,5.0,62.55,76.5
7774,367.97,112.94,23.0,23.67,5.0,62.28,76.5
7775,367.67,113.27,23.0,23.67,5.0,62.04,76.5
7776,367.39,113.61,23.0,23.67,5.0,61.95,76.5
7777,367.29,113.93,23.0,23.67,5.0,61.63,76.44
7778,367.21,114.28,23.0,23.67,5.0,61.27,76.4
7779,367.31,114.49,23.0,23.67,5.0,60.4,76.4
7780,367.42,114.85,23.0,23.67,5.0,59.87,76.4
7781,367.57,115.17,23.0,23.67,5.0,58.94,76.4
7782,367.72,115.47,23.0,23.67,5.0,58.02,76.4
7783,367.87,115.79,23.0,23.67,5.0,57.03,76.4
7784,368.1,116.08,23.0,23.67,5.0,53.46,76.4
7785,369.15,116.37,23.0,23.67,5.0,50.52,76.4
7786,370.3,116.62,23.0,23.67,5.0,46.44,76.4
7787,372.3,116.83,23.0,23.67,5.0,42.6,76.4
7788,374.23,116.92,23.0,23.67,5.0,38.67,76.4
7789,375.58,116.9,23.0,23.67,5.0,38.02,76.35
7790,376.89,116.93,23.0,23.67,5.0,37.75,76.3
7791,377.79,116.95,23.0,23.67,5.0,37.3,76.3
7792,378.63,116.92,23.0,23.67,5.0,37.3,76.3
7793,378.98,116.88,23.0,23.67,5.0,37.3,76.3
7794,379.33,116.76,23.0,23.67,5.0,36.71,76.3
7795,379.63,116.66,23.0,23.67,5.0,34.59,76.3
7796,379.92,116.53,23.0,23.67,5.0,32.74,76.3
7797,380.17,116.52,23.0,23.67,5.0,32.48,76.3
7798,380.42,116.43,23.0,23.67,5.0,32.12,76.3
7799,380.67,116.31,23.0,23.67,5.0,31.2,76.3
7800,380.92,116.23,23.0,23.67,5.0,30.87,76.3
7801,381.12,116.06,23.0,23.65,5.0,29.04,76.3
7802,381.32,115.91,23.0,23.64,5.0,28.08,76.3
7803,381.57,115.83,23.0,23.62,5.0,27.62,76.3
7804,381.83,115.75,23.0,23.6,5.0,26.06,76.3
7805,382.13,115.64,23.0,23.59,5.0,25.92,76.3
7806,382.44,115.47,23.0,23.57,5.0,25.5,76.3
7807,382.89,115.35,23.0,23.55,5.0,25.18,76.3
7808,383.32,115.16,23.0,23.54,5.0,24.84,76.3
7809,383.52,114.86,23.0,23.52,5.0,24.25,76.3
7810,383.71,114.72,23.0,23.5,5.0,24.1,76.3
7811,383.81,114.53,23.0,23.5,5.0,23.75,76.3
7812,383.9,114.33,23.0,23.5,5.0,23.8,76.3
7813,383.9,114.23,23.0,23.5,5.0,24.1,76.3
7814,383.88,114.04,23.0,23.5,5.0,24.63,76.3
7815,383.68,113.78,23.0,23.5,5.0,25.57,76.3
7816,383.49,113.66,23.0,23.5,5.0,26.38,76.3
7817,383.39,113.52,23.0,23.5,5.0,26.75,76.3
7818,383.3,113.42,23.0,23.5,5.0,27.12,76.3
7819,383.3,113.29,23.0,23.5,5.0,27.41,76.3
7820,383.29,113.17,23.0,23.5,5.0,28.13,76.3
7821,383.19,112.97,23.0,23.5,5.0,28.39,76.3
7822,383.1,112.89,23.0,23.5,5.0,29.47,76.3
7823,383.05,112.76,23.0,23.5,5.0,29.38,76.3
7824,383.0,112.47,23.0,23.5,5.0,29.43,76.3
7825,383.0,112.38,23.0,23.5,5.0,29.9,76.3
7826,383.0,112.36,23.0,23.5,5.0,30.78,76.3
7827,382.95,112.2,23.0,23.5,5.0,31.1,76.3
7828,382.9,112.11,23.0,23.5,5.0,31.55,76.3
7829,382.9,111.99,23.0,23.5,5.0,32.08,76.3
7830,382.9,111.74,23.0,23.5,5.0,32.41,76.3
7831,382.9,111.66,23.0,23.5,5.0,32.59,76.3
7832,382.9,111.63,23.0,23.5,5.0,33.55,76.3
7833,382.9,111.55,23.0,23.5,5.0,33.5,76.3
7834,382.9,111.44,23.0,23.5,5.0,33.4,76.3
7835,382.95,111.34,23.0,23.5,5.0,33.4,76.3
7836,383.0,111.26,23.0,23.5,5.0,33.4,76.3
7837,383.0,111.16,23.0,23.5,5.0,33.05,76.3
7838,383.0,111.05,23.0,23.5,5.0,33.1,76.3
7839,383.0,110.88,23.0,23.5,5.0,33.16,76.3
7840,383.0,110.84,23.0,23.5,5.0,33.45,76.3
7841,382.95,110.71,23.0,23.5,5.0,34.56,76.3
7842,382.88,110.58,23.0,23.5,5.0,36.93,76.3
7843,382.68,110.55,23.0,23.5,5.0,38.79,76.3
7844,382.48,110.42,23.0,23.5,5.0,41.28,76.3
7845,382.23,110.39,23.0,23.5,5.0,43.24,76.3
7846,381.98,110.34,23.0,23.5,5.0,45.93,76.3
7847,381.78,110.31,23.0,23.5,5.0,46.13,76.3
7848,381.59,110.31,23.0,23.5,5.0,46.5,76.3
7849,381.49,110.26,23.0,23.5,5.0,47.68,76.3
7850,381.38,110.24,23.0,23.5,5.0,47.89,76.3
7851,381.18,110.07,23.0,23.5,5.0,47.74,76.3
7852,380.98,110.14,23.0,23.5,5.0,48.83,76.3
7853,380.78,110.09,23.0,23.5,5.0,49.23,76.3
7854,380.59,110.13,23.0,23.5,5.0,49.23,76.3
7855,380.44,110.16,23.0,23.5,5.0,49.55,76.3
7856,380.27,110.13,23.0,23.5,5.0,49.9,76.3
7857,380.02,110.17,23.0,23.5,5.0,50.88,76.3
7858,379.76,110.15,23.0,23.5,5.0,51.13,76.3
7859,379.36,110.15,23.0,23.5,5.0,51.08,76.3
7860,378.97,110.18,23.0,23.5,5.0,51.51,76.3
7861,378.67,110.24,23.0,23.5,5.0,53.78,76.3
7862,378.21,110.34,23.0,23.5,5.0,60.0,76.3
7863,376.41,110.41,23.0,23.5,5.0,64.45,76.3
7864,374.59,110.5,23.0,23.5,5.0,69.09,76.3
7865,372.59,110.67,23.0,23.5,5.0,73.42,76.3
7866,370.61,110.96,23.0,23.5,5.0,77.35,76.3
7867,368.81,111.39,23.0,23.5,5.0,79.53,76.3
7868,367.12,111.73,23.0,23.5,5.0,79.95,76.3
7869,366.32,112.12,23.0,23.5,5.0,79.84,76.3
7870,365.54,112.58,23.0,23.5,5.0,80.1,76.29
7871,364.94,113.1,23.0,23.5,5.0,80.23,76.24
7872,364.35,113.7,23.0,23.5,5.0,81.3,76.2
7873,363.9,114.27,23.0,23.5,5.0,82.51,76.2
7874,363.46,114.66,23.0,23.5,5.0,82.73,76.2
7875,363.06,115.18,23.0,23.5,5.0,82.73,76.2
7876,362.69,115.77,23.0,23.5,5.0,82.73,76.2
7877,362.64,116.24,23.0,23.5,5.0,82.82,76.2
7878,362.59,116.7,23.0,23.5,5.0,82.94,76.19
7879,362.49,117.21,23.0,23.5,5.0,83.33,76.14
7880,362.39,117.6,23.0,23.5,5.0,82.99,76.1
7881,362.34,118.19,23.0,23.52,5.0,82.88,76.1
7882,362.3,118.52,23.0,23.54,5.0,82.4,76.1
7883,362.3,119.01,23.0,23.55,5.0,82.28,76.1
7884,362.3,119.47,23.0,23.57,5.0,82.4,76.1
7885,362.3,119.99,23.0,23.59,5.0,82.63,76.1
7886,362.29,120.37,23.0,23.6,5.0,82.73,76.09
7887,362.24,120.82,23.0,23.62,5.0,82.88,76.04
7888,362.19,121.33,23.0,23.64,5.0,83.05,76.0
7889,362.14,121.81,23.0,23.65,5.0,83.2,76.0
7890,362.1,122.02,23.0,23.67,5.0,83.1,76.0
7891,362.1,122.56,23.0,23.67,5.0,83.5,76.0
7892,362.09,122.88,23.0,23.67,5.0,83.91,76.0
7893,362.04,123.1,23.0,23.67,5.0,83.8,76.0
7894,361.99,123.51,23.0,23.67,5.0,83.86,76.0
7895,361.94,124.01,23.0,23.67,5.0,83.98,76.0
7896,361.88,124.44,23.0,23.67,5.0,85.28,75.99
7897,361.73,124.87,23.0,23.67,5.0,85.98,75.94
7898,361.59,125.34,23.0,23.67,5.0,86.15,75.9
7899,361.49,125.81,23.0,23.67,5.0,87.38,75.9
7900,361.37,126.18,23.0,23.67,5.0,89.73,75.9
7901,361.07,126.58,23.0,23.67,5.0,91.75,75.9
7902,360.8,126.96,23.0,23.67,5.0,92.07,75.9
7903,360.8,127.38,23.0,23.67,5.0,92.35,75.9
7904,360.79,127.81,23.0,23.67,5.0,92.5,75.89
7905,360.74,128.16,23.0,23.67,5.0,92.35,75.84
7906,360.7,128.55,23.0,23.67,5.0,92.23,75.8
7907,360.7,128.97,23.0,23.67,5.0,92.35,75.8
7908,360.69,129.36,23.0,23.67,5.0,92.35,75.8
7909,360.64,129.7,23.0,23.67,5.0,92.35,75.8
7910,360.59,130.13,23.0,23.67,5.0,92.35,75.8
7911,360.54,130.49,23.0,23.67,5.0,92.35,75.8
7912,360.5,130.83,23.0,23.67,5.0,92.18,75.79
7913,360.5,131.19,23.0,23.67,5.0,92.03,75.74
7914,360.51,131.48,23.0,23.67,5.0,91.88,75.7
7915,360.56,131.83,23.0,23.67,5.0,91.7,75.7
7916,360.61,132.19,23.0,23.67,5.0,91.21,75.7
7917,360.66,132.52,23.0,23.67,5.0,90.85,75.7
7918,360.71,132.82,23.0,23.67,5.0,90.13,75.7
7919,360.76,133.24,23.0,23.67,5.0,89.2,75.7
7920,360.81,133.48,23.0,23.67,5.0,87.35,75.7
7921,360.91,133.79,23.0,23.67,5.0,86.21,75.7
7922,361.02,134.14,23.0,23.67,5.0,84.56,75.69
7923,361.22,134.38,23.0,23.67,5.0,81.53,75.64
7924,361.42,134.62,23.0,23.67,5.0,80.06,75.6
7925,361.57,134.83,23.0,23.67,5.0,79.3,75.6
7926,361.71,135.11,23.0,23.67,5.0,79.3,75.6
7927,361.81,135.39,23.0,23.67,5.0,78.65,75.6
7928,361.91,135.57,23.0,23.67,5.0,77.68,75.6
7929,362.01,135.82,23.0,23.67,5.0,75.87,75.6
7930,362.13,136.08,23.0,23.67,5.0,74.58,75.59
7931,362.38,136.25,23.0,23.67,5.0,71.99,75.54
7932,362.61,136.5,23.0,23.67,5.0,68.84,75.5
7933,362.71,136.69,23.0,23.67,5.0,64.91,75.5
7934,362.84,136.85,23.0,23.67,5.0,62.52,75.5
7935,363.24,137.13,23.0,23.67,5.0,60.4,75.5
7936,363.69,137.29,23.0,23.67,5.0,58.08,75.5
7937,364.54,137.4,23.0,23.67,5.0,56.08,75.5
7938,365.39,137.53,23.0,23.67,5.0,54.24,75.5
7939,366.24,137.58,23.0,23.67,5.0,53.07,75.5
7940,367.07,137.65,23.0,23.67,5.0,52.33,75.5
7941,367.72,137.69,23.0,23.65,5.0,52.15,75.5
7942,368.38,137.76,23.0,23.64,5.0,51.45,75.49
7943,369.13,137.8,23.0,23.62,5.0,49.45,75.44
7944,369.89,137.77,23.0,23.6,5.0,49.01,75.4
7945,370.74,137.72,23.0,23.59,5.0,48.57,75.4
7946,371.56,137.67,23.0,23.57,5.0,47.85,75.4
7947,372.11,137.59,23.0,23.55,5.0,47.73,75.4
7948,372.64,137.48,23.0,23.54,5.0,48.3,75.4
7949,373.04,137.45,23.0,23.52,5.0,49.02,75.4
7950,373.38,137.28,23.0,23.5,5.0,50.75,75.4
7951,373.23,137.18,23.0,23.5,5.0,56.34,75.4
7952,373.02,137.12,23.0,23.5,5.0,59.87,75.4
7953,372.22,137.05,23.0,23.5,5.0,62.46,75.4
7954,371.42,137.03,23.0,23.5,5.0,64.82,75.4
7955,370.62,137.03,23.0,23.5,5.0,65.98,75.4
7956,369.82,137.0,23.0,23.5,5.0,65.65,75.4
7957,369.02,137.0,23.0,23.5,5.0,65.38,75.4
7958,368.24,137.02,23.0,23.5,5.0,65.38,75.4
7959,367.69,137.03,23.0,23.5,5.0,65.05,75.4
7960,367.18,137.11,23.0,23.5,5.0,65.05,75.4
7961,367.03,137.28,23.0,23.5,5.0,65.38,75.4
